Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.011470456447219475,0.01005458699305178,20.559889003038407,3.072354620794136,1000
1,0.005308589447115083,0.005377230990811705,23.79769308209419,2.7008412186636686,1000
2,0.011340269259177149,0.008985933949918352,20.40147926568985,2.7403046419966692,1000
3,0.011058858388685621,0.007838233348595824,20.430328332185745,2.6938689995090277,1000
4,0.010480097368592397,0.007061404307787009,20.48179686665535,2.3158392930381275,1000
5,0.018421349671203645,0.011027839908318559,18.032701435089113,2.464226251393346,1000
6,0.012102231129654683,0.00975446523341084,20.21358087658882,2.916354575163076,1000
7,0.00944080891716294,0.005025085978328262,20.78995640039444,2.147777062177201,1000
8,0.01790686444682069,0.00943741997634626,18.00259992957115,2.15823344000051,1000
9,0.011476665328722447,0.006529342246101625,19.871137953400613,1.9537458272687744,1000
