name,label,norm_type,color,final_val_elbo,final_val_bce,final_val_kld,best_val_elbo,test_psnr,test_mse,test_elbo,training_time,linear_accuracy,embedding_dim
cvae_emb64,LN-emb64,LayerNorm,[0.57960784 0.77019608 0.87372549 1.        ],231.94283344184026,223.342982421875,14.333084594726563,231.94283344184026,19.12386123943329,0.014501061808643863,233.27256184082032,202.15200662612915,55.32,64
cvae_emb128,LN-emb128,LayerNorm,[0.23192618 0.54565167 0.76261438 1.        ],231.8205234375,223.52863921440974,13.819805718315973,231.8205234375,19.094524577856063,0.014671100305696018,233.26511469726563,192.90075302124023,55.02,128
cvae_emb256,LN-emb256,LayerNorm,[0.03137255 0.28973472 0.57031911 1.        ],232.2352922092014,224.1064609375,13.548051744249133,232.2352922092014,18.974905839562417,0.01493562599172583,233.64927746582032,206.0871856212616,56.36,256
