Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.014289794483454897,0.010297801622304236,19.304140454530717,2.6500855300915873,1000
1,0.00843067889881786,0.006261062856479866,21.468610364198685,2.354560628513085,1000
2,0.014206755159189925,0.009272497208514904,19.127797107696534,2.262765937073476,1000
3,0.013840617739595473,0.00793823497293794,19.166768624782563,2.1955466731476085,1000
4,0.013669417150318622,0.007425883174022807,19.111424617767334,1.920909331777204,1000
5,0.021590260065859183,0.011291760904151089,17.20760898590088,2.210287036759494,1000
6,0.01465795152913779,0.009942395913864558,19.118657232522963,2.5403652494405105,1000
7,0.01180616018292494,0.005506010209977084,19.708906198740006,1.9212883188982388,1000
8,0.022065451140981168,0.00947951822894037,16.920768167972565,1.7565890138709384,1000
9,0.01466639206954278,0.006628620106705324,18.69411759734154,1.72842335328044,1000
