Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.014023466692538933,0.010217418575012098,19.388151434659957,2.646702820459534,1000
1,0.007737555507570505,0.006192472838127193,21.874497462511062,2.3628022774909976,1000
2,0.013906523692654446,0.009163081396575234,19.22950675010681,2.278449269971914,1000
3,0.013747505312552675,0.008129467734196804,19.240866074562074,2.2866030809011813,1000
4,0.012936650976538658,0.007534004176108144,19.409166791439056,2.0285485152484117,1000
5,0.02161037677829154,0.011474759134803348,17.20542988061905,2.2019474529407623,1000
6,0.014664369989652187,0.01007772046568737,19.127462846040725,2.545898553406164,1000
7,0.011652421972947195,0.005561179800224468,19.770676327943804,1.9182874228148268,1000
8,0.021668136138934643,0.00949115068442905,17.014932289123536,1.7967544070947372,1000
9,0.014774989933241158,0.007015945441932707,18.68047229409218,1.7687290201220682,1000
