Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.01393090148200281,0.010125075653778218,19.410023876428603,2.630857152799658,1000
1,0.007884182074689307,0.005995567881256497,21.763056095838547,2.3419971168294316,1000
2,0.014348453959450126,0.009237038412542134,19.06976650238037,2.23859137273608,1000
3,0.013693234506295993,0.007969282016183504,19.227898428440096,2.2191166718706317,1000
4,0.013220338322920725,0.007417866855688891,19.29355350971222,2.0028254460951316,1000
5,0.021824825301999227,0.011326333907203142,17.136229367256163,2.1424930370460706,1000
6,0.014853050906443968,0.009907375088240567,19.050423181056978,2.5334452842930357,1000
7,0.012026807178510353,0.005595053387039324,19.616722019910814,1.8885592851627424,1000
8,0.022230836247559636,0.009445179273332998,16.881578469276427,1.7413619045546622,1000
9,0.01524797560321167,0.007091723157756936,18.511958711147308,1.684370303094971,1000
