Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.014927736778277904,0.010426992630162854,19.062974596023558,2.5698270755206867,1000
1,0.008488572579342872,0.006296652918656873,21.413453613519668,2.3043028485879367,1000
2,0.015506556620355695,0.009486767563921389,18.668339591026307,2.1176665372988315,1000
3,0.014455122166778892,0.008343330847948936,18.985435885190963,2.204033025425765,1000
4,0.014376087504904718,0.007815995134775938,18.88813323736191,1.9120505677045505,1000
5,0.02253122168034315,0.011599671777077783,17.000247174501418,2.1566148037834063,1000
6,0.015509443344781175,0.01005071769383589,18.81246480226517,2.444310042391631,1000
7,0.01267142512043938,0.0057335632862682,19.37595321059227,1.863314476507044,1000
8,0.02278539902716875,0.009661732221127104,16.775404757261278,1.7434880596717839,1000
9,0.015236701784655452,0.006922517502964434,18.52373279452324,1.7143430927059833,1000
