Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.010217694973689503,0.008588917295163836,20.96523148059845,2.921912261301168,1000
1,0.0053708433979190884,0.005166954253047912,23.59691964149475,2.466845548843574,1000
2,0.00986193050793372,0.00788363751088344,20.938015432357787,2.599659208294893,1000
3,0.009944957139436156,0.007192965376895366,20.887776153087614,2.654588872886039,1000
4,0.009418100663460792,0.006177775443103337,20.904896821975708,2.2368964871225065,1000
5,0.016247058280277997,0.009229524273694422,18.49980440735817,2.304828480038847,1000
6,0.01099386719847098,0.008945817925593114,20.606555124521254,2.858910343368262,1000
7,0.008523932747310028,0.004464279868394813,21.212613731622696,2.101967103366193,1000
8,0.016363293159287425,0.008346250244842614,18.35415001511574,2.068935323607829,1000
9,0.010462286876747384,0.005411380927624302,20.231657062768935,1.88135611273087,1000
