Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.010587812192505226,0.00909299545372606,20.884307509660722,3.0349220962259147,1000
1,0.0051405895032221455,0.005275774196974848,23.937616971731185,2.6770917082923367,1000
2,0.010340796802425757,0.008275464483012767,20.78454357981682,2.703634908880813,1000
3,0.010279937000828795,0.007353283563485615,20.74793569087982,2.679442027443942,1000
4,0.009681828280445188,0.006537013687609433,20.827011505365373,2.311811278041436,1000
5,0.017081383007811382,0.01004693766896168,18.31866197347641,2.3661412480611634,1000
6,0.011326518381596543,0.009203555968902223,20.51133773803711,2.926869530522211,1000
7,0.008818383876234293,0.004687038014025867,21.080405225753783,2.132449814125244,1000
8,0.016856077821226792,0.008821130546640375,18.256311329603196,2.136219481231865,1000
9,0.010695674384012819,0.005974367329164938,20.159822267889975,1.9129235406051026,1000
