Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.016404599602567033,0.011395458673447947,18.642966364622115,2.548360551684444,1000
1,0.009448541723308154,0.006647338208197535,20.92495193004608,2.297962682532423,1000
2,0.017202877541072668,0.010414491960221059,18.227082600593565,2.153164440752367,1000
3,0.01570537074911408,0.008658294487168046,18.59479802250862,2.162730334278761,1000
4,0.0157327366983518,0.008422773229345537,18.492565256357192,1.908441663185397,1000
5,0.023944417078979312,0.011963599655458736,16.712645181417464,2.1115103582876555,1000
6,0.017087457055808046,0.010656071660363085,18.34796028852463,2.3718093251976224,1000
7,0.013430893247947096,0.0060960549854458,19.129355005025865,1.885927114359829,1000
8,0.02464121336629614,0.010456857862820643,16.437559890151025,1.7546900657362388,1000
9,0.01687853067321703,0.007816587056242316,18.092887192964554,1.7453626592991474,1000
