Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.013000641711405478,0.009509199587248942,19.698322856426238,2.601387842323945,1000
1,0.007005430568009615,0.005893411739613645,22.36897557377815,2.4518196761828204,1000
2,0.012608175815315916,0.008588297721601287,19.672496299743653,2.291186805617856,1000
3,0.012657534185098485,0.007669158986746012,19.602722823619843,2.267926280832052,1000
4,0.01192050502425991,0.006862846264968446,19.758912872076035,2.0238397971130118,1000
5,0.020456953892949967,0.010756332761855199,17.4414218378067,2.1986070759326024,1000
6,0.01360512928594835,0.009625709433923012,19.48712611079216,2.598824481047844,1000
7,0.01082106628944166,0.0052141464089617146,20.111626859903335,1.973523759452679,1000
8,0.02045283762458712,0.009048462652009284,17.272523386478426,1.813266729800264,1000
9,0.013916159547865391,0.006603601016650433,18.92222546517849,1.7158961058539006,1000
