Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.012173079109285027,0.009383798615203612,20.097090421915055,2.7918011739091915,1000
1,0.0065520329346181825,0.005749379409073974,22.70065304517746,2.4872531165452942,1000
2,0.012145761337829753,0.008387700129897062,19.862788200378418,2.3537207425834508,1000
3,0.012062484205234796,0.007537815761222856,19.865684195756913,2.3802010172317907,1000
4,0.011420693092513829,0.00676518474283832,19.97459351539612,2.085681072612421,1000
5,0.02007645697426051,0.010620389795461052,17.535855268239974,2.239276197041788,1000
6,0.01293130930652842,0.009459219554601462,19.754679633378984,2.6614243297228453,1000
7,0.010317855435656383,0.005046908689974579,20.327957663536072,1.9904728616809808,1000
8,0.02001498228404671,0.008918482752301742,17.375832082033156,1.8405884962769319,1000
9,0.01319269593595527,0.0060551725063887115,19.163471217155458,1.7521850479763694,1000
