Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.010340195774799213,0.008601565511532986,20.92527246117592,2.9530120428289437,1000
1,0.005176632999093272,0.005136565555978345,23.80536217570305,2.529203825059478,1000
2,0.010239968422683886,0.008064968378397456,20.777889372110366,2.6224841947998634,1000
3,0.010273275828920304,0.007322187568358943,20.72347597241402,2.617270131104845,1000
4,0.00964384584443178,0.0064277936003696865,20.830889397859572,2.2926483106215185,1000
5,0.016697973833885042,0.009620406287209875,18.400458270311354,2.3415153827338826,1000
6,0.011190821702359244,0.00910128567124264,20.54855346083641,2.893757390331759,1000
7,0.008701339203165844,0.004570201195772599,21.12427156686783,2.101855886014196,1000
8,0.017235126599436625,0.008517335127536357,18.106086322069167,2.025871919441162,1000
9,0.010790696910116821,0.0057531476118204816,20.08498626589775,1.8304392491609132,1000
