Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.016237887086812407,0.01130944175087087,18.688561638593672,2.5499362542123376,1000
1,0.009020133052486926,0.006588446814870252,21.155627278089522,2.3175068783678743,1000
2,0.016313075769226998,0.010422714068542858,18.499054811000825,2.2076246298481825,1000
3,0.015504219489172102,0.008570857173413316,18.63953498482704,2.1267943971850123,1000
4,0.015172178333159536,0.008404822285112126,18.669976315498353,1.9382092828608481,1000
5,0.023801759677007796,0.011882135831908404,16.749386075735092,2.150662630077929,1000
6,0.01648069740808569,0.0107469304203049,18.558556615114213,2.4657316889184338,1000
7,0.013301159077091142,0.005875588049170138,19.149497742652894,1.8275391925719917,1000
8,0.0235958620691672,0.010097270409173747,16.626525508165358,1.7441147997812294,1000
9,0.016431998283136635,0.007888966273750554,18.204505249857903,1.72621737475264,1000
