Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.012483978119213134,0.009304766277963386,19.90624385237694,2.6488648875775667,1000
1,0.006899986475240439,0.005590914414022849,22.388027703762056,2.380713423720015,1000
2,0.012494732113787904,0.00844871917606176,19.709220373630522,2.2968792560589186,1000
3,0.012270621541887522,0.007557305415753651,19.77705007791519,2.3563314385910394,1000
4,0.011740988570032642,0.006779468576813697,19.835456955432893,2.0539517511029968,1000
5,0.019702596112387255,0.010471830359330738,17.611792777776717,2.2124492060974568,1000
6,0.013262244616053067,0.009379530582871167,19.593467451334,2.5858409665435405,1000
7,0.01064114602538757,0.005131690547495016,20.17680310368538,1.9513658225158255,1000
8,0.020259829588234423,0.008813112014738307,17.305590872764586,1.801003286915827,1000
9,0.013562055890448392,0.006381332896447648,19.037704917788506,1.7277290047178266,1000
