Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.012053551921155304,0.00927184091566357,20.118273898363114,2.7500315223315543,1000
1,0.006643025126657449,0.005706984689813892,22.61823902964592,2.4651838338981658,1000
2,0.012101757221156731,0.008406327771238209,19.88889562487602,2.3776516432225603,1000
3,0.01192751644179225,0.007594560492800074,19.9310085940361,2.3977336306671444,1000
4,0.011365800475003197,0.0067690504794158295,19.99661398768425,2.081691548554673,1000
5,0.01918023982550949,0.010084913642427211,17.71161264896393,2.169584067590647,1000
6,0.012923403062159196,0.009373576994419989,19.742048873901368,2.640256947386353,1000
7,0.010078484086319804,0.004963912863151886,20.431272492408752,1.989322219148699,1000
8,0.020285495684947818,0.009002410741644082,17.311660046577455,1.8248313607689235,1000
9,0.013014282375574112,0.006270080407866016,19.233975232839583,1.7661789055670336,1000
