Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.014255249985842966,0.010210759920469032,19.291037483215334,2.601858733552681,1000
1,0.008290356063866057,0.006339334756099845,21.54583129286766,2.3326730557607953,1000
2,0.014149060513824224,0.009100402911185612,19.106514554023743,2.1782833148773224,1000
3,0.013949833216378466,0.008111377372996711,19.152084164619446,2.2376828332829786,1000
4,0.013201917672064155,0.007294073416914157,19.279398920536043,1.9534852985500775,1000
5,0.02229930946789682,0.011435931607773482,17.0439357483387,2.154507939808158,1000
6,0.01492229310120456,0.009949232393844784,19.01102288722992,2.4838919575125074,1000
7,0.012805217898916452,0.005663903650022641,19.31337828874588,1.824443663410468,1000
8,0.022802772493101656,0.009602706089952104,16.76460505485535,1.720499224584736,1000
9,0.015047889242880046,0.006854911785597746,18.581326897740365,1.723663690583477,1000
