Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.01317221602750942,0.00967030813810288,19.668314583301544,2.658290088534233,1000
1,0.007451592916389927,0.005729655803147315,22.00756586432457,2.333288498971867,1000
2,0.013137154646217824,0.008795178405044653,19.485273522138595,2.29161649781996,1000
3,0.012696497171884402,0.0076307433971408226,19.591412130594254,2.2822094408494276,1000
4,0.012754108808934688,0.006907003179953553,19.415328426361086,1.9330754312459872,1000
5,0.020754522340139372,0.01070296376983784,17.358747442960738,2.1621657050282903,1000
6,0.014207494708243758,0.009698874642227892,19.256995344161986,2.5437181138004368,1000
7,0.011026569766458124,0.005198519189968455,20.009287251234056,1.9265784565327482,1000
8,0.020958629481028765,0.00914464048209955,17.157168456315993,1.7910112669246256,1000
9,0.014338757453020662,0.006491440341069756,18.780602552890777,1.6919059450682357,1000
