Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.013245950393378735,0.009803209510825719,19.667527037858964,2.6987404989774753,1000
1,0.007500710900058038,0.0058932750450261745,22.00563027024269,2.355935811534843,1000
2,0.013969607690116391,0.009188286555636608,19.198801732063295,2.258187140536458,1000
3,0.013254591271979733,0.008012929557001598,19.40542822957039,2.2823651283723785,1000
4,0.01303458760632202,0.007285662581649451,19.339731197357178,1.959441104599128,1000
5,0.021267508851364254,0.011041833988556581,17.255901919603346,2.160819888818533,1000
6,0.014601837846916169,0.009847402593560933,19.113966031074526,2.4936535396727,1000
7,0.011411915742559358,0.0055387191963580905,19.88167969107628,1.9692898601191389,1000
8,0.02226151756197214,0.009613264957016403,16.88990359187126,1.7804591274467496,1000
9,0.0147723073605448,0.007065037145327558,18.67943255662918,1.7608057385687443,1000
