Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.01274769554217346,0.0095958941259759,19.836208798885345,2.687147026876821,1000
1,0.006787291288143024,0.005848846522822373,22.53102618932724,2.4773217256906,1000
2,0.012709119837963953,0.008474907541121995,19.61616454362869,2.2637111577598987,1000
3,0.012623433813918382,0.0077081221996937515,19.652388412952423,2.363379605928274,1000
4,0.01219262563274242,0.0068149750336802565,19.630312885046006,1.9606785822648434,1000
5,0.020173704997170718,0.01075606151770872,17.515461111068724,2.2279917116559633,1000
6,0.013762205755338073,0.009549113729473558,19.410492051839828,2.552103075042781,1000
7,0.010621854560216889,0.005199346752704287,20.200329846143724,1.9862182815028269,1000
8,0.020611075879773125,0.00896237233048271,17.23059759259224,1.800154755046302,1000
9,0.013809898690786212,0.006522868437868214,18.967909705638885,1.7541859616686164,1000
