Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.015412308261031285,0.010941272876723218,18.927608971595763,2.5548445283844057,1000
1,0.008736776422476396,0.006141720809175399,21.24552125096321,2.2458785252595796,1000
2,0.015731563838664444,0.009869856761170902,18.6478681743145,2.204806593921669,1000
3,0.015201742445584386,0.00838614248906856,18.728421404361725,2.145175172077667,1000
4,0.014442942971829326,0.0077901326873307366,18.87956060409546,1.9469762551197585,1000
5,0.023523797300178558,0.012030850975736123,16.819790172576905,2.180722655561924,1000
6,0.01595500278333202,0.010265128870700937,18.695933997631073,2.4661310710943902,1000
7,0.013049797224812209,0.005882943284585161,19.24880642771721,1.8698411228251264,1000
8,0.023314264881424605,0.009985415671178693,16.678422728776933,1.7465080048687227,1000
9,0.01606325716013089,0.007713694537287158,18.29234507739544,1.687856667503072,1000
