Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.012857554469024762,0.009588564295662393,19.78806476712227,2.6685806434274943,1000
1,0.007270302804070525,0.005761952712539729,22.14534611582756,2.373805887960725,1000
2,0.01322810829966329,0.008822193124340074,19.45205104470253,2.281515034703054,1000
3,0.01279746831022203,0.00776383420374325,19.57559467315674,2.32265914493426,1000
4,0.012273267985787243,0.007013843623348538,19.6305495762825,2.027393508716335,1000
5,0.020487948210909962,0.010765248704033078,17.43075098514557,2.189057490311736,1000
6,0.013898661608342081,0.009656807356758135,19.37976660966873,2.584177206303958,1000
7,0.011079838917823508,0.005309730597690604,19.99117113828659,1.9232775030795313,1000
8,0.020809401107486337,0.008999785160424614,17.18344794511795,1.7825015954529488,1000
9,0.014093983747065067,0.006631878710809613,18.867073664069174,1.7166973389147822,1000
