Class,MSE_Mean,MSE_Std,PSNR_Mean,PSNR_Std,Samples
0,0.01570510835037567,0.010848355839550594,18.82502578139305,2.5421422523957817,1000
1,0.008871033244067803,0.00655669271759366,21.233747324943543,2.3360666568132396,1000
2,0.016176887133624404,0.010218391449812028,18.532920998334884,2.215455093288489,1000
3,0.01503346770745702,0.00832827371880566,18.783967294692992,2.158172119027523,1000
4,0.014893229195149616,0.008162535467614114,18.74679437637329,1.9372366725894459,1000
5,0.023228368350304663,0.011808043750171885,16.852278081178664,2.118465053957489,1000
6,0.016442924346076325,0.010528709684375387,18.539956755638123,2.4087779226891963,1000
7,0.012912307081744075,0.005911189070828987,19.301419553756713,1.8815771115207622,1000
8,0.023543576118070633,0.010279747253069479,16.65379342973232,1.7988625868970292,1000
9,0.016332297395914793,0.007500414866349597,18.227989125847817,1.7280123502850138,1000
